0.3879237771034241,0.5582545399665833,0.3251879811286926,0.38161537051200867,0.5045325756072998,0.25539928674697876,0.35726356506347656,0.3944970667362213,0.26575765013694763,0.3406651020050049,0.33447784185409546,0.4998970031738281,0.3170219361782074,0.5020813941955566,0.4185255765914917,0.3527032136917114,0.2656826674938202,0.3871826231479645,0.3504354953765869,0.245774045586586,0.30955958366394043,0.2992396354675293,0.36336952447891235,0.25705569982528687,0.4556533098220825,0.5642930269241333,0.2882686257362366,0.3740125894546509,0.484273225069046,0.3089922070503235,0.3152754008769989,0.35563674569129944,0.2996010482311249,0.34577736258506775,0.2766686677932739,0.3135325312614441,0.17983980476856232,0.4814387261867523,0.4322300851345062,0.3776799142360687,0.38855835795402527,0.2686840891838074,0.3301941752433777,0.4662696123123169,0.19890493154525757,0.5585558414459229,0.3684677183628082,0.2524644434452057,0.35664910078048706,0.4463716447353363,0.3952832520008087,0.182926744222641,0.3869992792606354,0.36377865076065063,0.5133004188537598,0.30005383491516113,0.30592209100723267,0.29338178038597107,0.2943617105484009,0.22748205065727234,0.401655912399292,0.2034197300672531,0.27568820118904114,0.3962872326374054,0.30418673157691956,0.150050550699234,0.4324946701526642,0.27809998393058777,0.328879177570343,0.23212650418281555,0.4053116738796234,0.17940641939640045,0.3564945161342621,0.3822556436061859,0.324558824300766,0.5413398742675781,0.16362294554710388,0.367525190114975,0.3393723666667938,0.3642692565917969,0.35725030303001404,0.3867376446723938,0.24045269191265106,0.4308050274848938,0.21336421370506287,0.45384377241134644,0.3026343584060669,0.2548363208770752,0.49067747592926025,0.20868131518363953,0.21651042997837067,0.3991329073905945,0.273750901222229,0.25245487689971924,0.31904271245002747,0.2813051640987396,0.3544703423976898,0.5983283519744873,0.3404848575592041,0.21897514164447784
2.3223564624786377,1.9856468439102173,1.9257093667984009,1.8663687705993652,1.4558454751968384,1.5910838842391968,1.4284732341766357,1.372188687324524,1.384858250617981,1.4314178228378296,1.2252655029296875,1.2910735607147217,1.1602253913879395,1.0263848304748535,1.191382646560669,1.2598119974136353,1.124204158782959,1.1641552448272705,1.1201001405715942,1.2906550168991089,1.0462385416030884,1.0587680339813232,0.9733990430831909,1.1034159660339355,0.927802324295044,0.8768171668052673,1.1106973886489868,1.066735863685608,0.9558926224708557,0.9284934997558594,1.079002857208252,1.0675362348556519,0.9570205211639404,1.039846420288086,0.8966854810714722,1.0843465328216553,0.9033950567245483,0.869916558265686,0.4928829073905945,1.00851571559906,0.8599826097488403,0.7194027900695801,1.1088858842849731,0.7967875599861145,0.8169032335281372,1.1307172775268555,0.9727028012275696,0.7007495164871216,0.556698739528656,0.7021415829658508,0.8018426299095154,0.7237750887870789,0.6957463622093201,0.7419174313545227,0.7262704968452454,0.7023764848709106,0.7386870384216309,0.8399747610092163,0.6100570559501648,0.8003501892089844,0.7106611132621765,0.550905704498291,0.776853084564209,0.5837410092353821,0.9291978478431702,0.5232727527618408,0.7084036469459534,0.6844419836997986,0.5645308494567871,0.6857412457466125,0.5260920524597168,0.6870868802070618,0.5733869671821594,0.7303069233894348,0.6445385813713074,0.7278323173522949,0.6775932908058167,0.6043754816055298,0.43836602568626404,0.5389673113822937,0.7421850562095642,0.4851936995983124,0.7037853002548218,0.8973581194877625,0.4372183680534363,0.7032539248466492,0.46031928062438965,0.5249818563461304,0.6308065056800842,0.6351916790008545,0.45846518874168396,0.9384667873382568,0.7468459606170654,0.5570464134216309,0.5131569504737854,0.8170042634010315,0.5644939541816711,0.3768702745437622,0.4479482173919678,0.43170157074928284,0.48197242617607117,0.5811085104942322,0.6785690784454346,0.6704818606376648,0.43201133608818054,0.4064786434173584,0.6323680281639099,0.3534652292728424,0.6031704545021057,0.36972150206565857,0.43766671419143677,0.5400034189224243,0.5487867593765259,0.47150126099586487,0.39905694127082825,0.42232176661491394,0.4631330966949463,0.6077483892440796,0.4000591039657593,0.36368027329444885,0.29297134280204773,0.39233675599098206,0.3536369204521179,0.41108185052871704,0.24987274408340454,0.4974932074546814,0.4329799711704254,0.4709738790988922,0.41275912523269653,0.3393411636352539,0.34804388880729675,0.43590274453163147,0.19179625809192657,0.5653112530708313,0.41748374700546265,0.3885715901851654,0.4684109091758728,0.5054131150245667,0.6282128691673279,0.5974878072738647,0.2801816463470459,0.18899643421173096,0.47969141602516174,0.2057715207338333,0.4684431552886963,0.3050065338611603,0.4238055348396301,0.4606921672821045,0.44863253831863403,0.24140870571136475,0.38362109661102295,0.355110764503479,0.6615109443664551,0.37542492151260376,0.2732286751270294,0.2729073166847229,0.35227906703948975,0.3477557897567749,0.42760199308395386,0.46424785256385803,0.34239378571510315,0.5008612275123596,0.28248172998428345,0.48491528630256653,0.2338108867406845,0.406482994556427,0.2760566771030426,0.30469241738319397,0.3878830671310425,0.5165384411811829,0.26950687170028687,0.350996732711792,0.23453360795974731,0.41273486614227295,0.19075804948806763,0.4188944101333618,0.2665752172470093,0.41165274381637573,0.2768590450286865,0.2777549624443054,0.30296164751052856,0.41990330815315247,0.3516519069671631,0.22596603631973267,0.36231881380081177,0.313502699136734,0.45839065313339233,0.2619900703430176,0.6472340226173401,0.2507067024707794,0.35742470622062683,0.2997986674308777,0.29207944869995117,0.26035353541374207,0.426717072725296,0.47985970973968506,0.41849473118782043,0.21495407819747925,0.2296464890241623,0.4404241144657135
